lacI_lacZ,lacY_lacA,lacY_lacZ,lacZ_lacY,length,max_distance,mean_distance,y
0.0,0.0,0.0,0.0,4730.0,101.0,23.8,0.0
0.0,0.0,0.0,0.0,1990.0,3.0,3.0,0.0
0.0,0.0,0.0,0.0,4791.0,14.0,14.0,0.0
0.0,0.0,0.0,0.0,1744.0,36.0,36.0,0.0
0.0,0.0,0.0,0.0,1756.0,48.0,48.0,0.0
0.0,0.0,0.0,0.0,2024.0,38.0,17.5,0.0
0.0,0.0,0.0,0.0,3369.0,83.0,34.333333333333336,0.0
0.0,0.0,0.0,0.0,2226.0,24.0,18.0,0.0
0.0,0.0,0.0,0.0,2885.0,17.0,12.0,0.0
0.0,0.0,0.0,0.0,3467.0,50.0,34.0,0.0
0.0,0.0,0.0,0.0,3926.0,7.0,7.0,0.0
0.0,0.0,0.0,0.0,4445.0,66.0,23.0,0.0
0.0,0.0,0.0,0.0,1796.0,4.0,2.5,0.0
0.0,0.0,0.0,0.0,2690.0,13.0,13.0,0.0
0.0,0.0,0.0,0.0,4414.0,42.0,42.0,0.0
0.0,0.0,0.0,0.0,8131.0,35.0,6.555555555555555,0.0
0.0,0.0,0.0,0.0,2065.0,62.0,48.5,0.0
0.0,0.0,0.0,0.0,2879.0,17.0,10.0,0.0
0.0,0.0,0.0,0.0,4182.0,5.0,1.25,0.0
0.0,0.0,0.0,0.0,5076.0,27.0,3.6666666666666665,0.0
0.0,0.0,0.0,0.0,2821.0,75.0,30.666666666666668,0.0
0.0,0.0,0.0,0.0,21911.0,44.0,13.5,0.0
0.0,0.0,0.0,0.0,3950.0,10.0,10.0,0.0
0.0,0.0,0.0,0.0,4358.0,52.0,11.5,0.0
0.0,0.0,0.0,0.0,8329.0,62.0,33.0,0.0
0.0,0.0,0.0,0.0,4416.0,0.0,-1.5,0.0
0.0,0.0,0.0,0.0,1557.0,52.0,37.5,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,2570.0,12.0,11.5,0.0
0.0,0.0,0.0,0.0,1800.0,6.0,3.0,0.0
0.0,0.0,0.0,0.0,10333.0,118.0,44.75,0.0
0.0,0.0,0.0,0.0,1849.0,36.0,36.0,0.0
0.0,0.0,0.0,0.0,6151.0,69.0,26.333333333333332,0.0
0.0,0.0,0.0,0.0,4158.0,32.0,16.25,0.0
0.0,0.0,0.0,0.0,1018.0,15.0,15.0,0.0
0.0,0.0,0.0,0.0,2758.0,46.0,26.0,0.0
0.0,0.0,0.0,0.0,3576.0,30.0,17.0,0.0
0.0,0.0,0.0,0.0,3576.0,30.0,17.0,0.0
0.0,0.0,0.0,0.0,2903.0,29.0,19.0,0.0
0.0,0.0,0.0,0.0,2751.0,30.0,6.5,0.0
0.0,0.0,0.0,0.0,3396.0,98.0,87.0,0.0
0.0,0.0,0.0,0.0,4805.0,145.0,86.5,0.0
0.0,0.0,0.0,0.0,2693.0,19.0,19.0,0.0
0.0,1.0,0.0,0.0,1910.0,55.0,55.0,0.0
0.0,0.0,0.0,0.0,3286.0,60.0,60.0,0.0
0.0,0.0,0.0,0.0,5361.0,86.0,78.0,0.0
0.0,0.0,0.0,0.0,2014.0,13.0,12.5,0.0
0.0,0.0,0.0,0.0,2559.0,0.0,-10.0,0.0
0.0,0.0,0.0,0.0,7585.0,87.0,33.857142857142854,0.0
0.0,0.0,0.0,0.0,2014.0,13.0,12.5,0.0
0.0,0.0,0.0,0.0,7533.0,30.0,12.166666666666666,0.0
0.0,0.0,0.0,0.0,4110.0,0.0,-7.0,0.0
0.0,0.0,0.0,0.0,2670.0,11.0,11.0,0.0
0.0,0.0,0.0,0.0,6367.0,32.0,15.0,0.0
0.0,0.0,0.0,0.0,21917.0,44.0,4.5,0.0
0.0,0.0,0.0,0.0,2926.0,31.0,21.666666666666668,0.0
0.0,0.0,0.0,0.0,8255.0,138.0,37.0,0.0
0.0,0.0,0.0,0.0,2442.0,165.0,87.33333333333333,0.0
0.0,0.0,0.0,0.0,6472.0,88.0,32.833333333333336,0.0
0.0,0.0,0.0,0.0,8255.0,138.0,37.0,0.0
0.0,0.0,0.0,0.0,2442.0,165.0,87.33333333333333,0.0
0.0,0.0,0.0,0.0,6472.0,88.0,32.833333333333336,0.0
0.0,0.0,0.0,0.0,5128.0,68.0,22.333333333333332,0.0
0.0,0.0,0.0,0.0,14911.0,65.0,14.916666666666666,0.0
0.0,0.0,0.0,0.0,3772.0,118.0,107.0,0.0
0.0,0.0,0.0,0.0,2720.0,7.0,7.0,0.0
0.0,0.0,0.0,0.0,3399.0,76.0,40.5,0.0
0.0,0.0,0.0,0.0,2932.0,76.0,45.5,0.0
0.0,0.0,0.0,0.0,2932.0,76.0,45.5,0.0
0.0,0.0,0.0,0.0,3044.0,163.0,163.0,0.0
0.0,0.0,0.0,0.0,3542.0,85.0,53.5,0.0
0.0,0.0,0.0,0.0,3730.0,145.0,59.25,0.0
0.0,0.0,0.0,0.0,1056.0,26.0,26.0,0.0
0.0,0.0,0.0,0.0,15129.0,94.0,14.357142857142858,0.0
0.0,0.0,0.0,0.0,2226.0,24.0,18.0,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,12.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,12.666666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.666666666666666,0.0
0.0,0.0,0.0,0.0,1397.0,25.0,25.0,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,12.166666666666666,0.0
0.0,0.0,0.0,0.0,3048.0,63.0,10.333333333333334,0.0
0.0,0.0,0.0,0.0,6753.0,53.0,0.6,0.0
0.0,0.0,0.0,0.0,4567.0,115.0,37.4,0.0
0.0,0.0,0.0,0.0,2739.0,166.0,94.5,0.0
0.0,0.0,0.0,0.0,2812.0,45.0,16.666666666666668,0.0
0.0,0.0,0.0,0.0,1464.0,23.0,23.0,0.0
0.0,0.0,0.0,0.0,5682.0,130.0,52.666666666666664,0.0
0.0,0.0,0.0,0.0,4028.0,52.0,52.0,0.0
0.0,0.0,0.0,0.0,2800.0,41.0,10.666666666666666,0.0
0.0,0.0,0.0,0.0,4938.0,28.0,12.6,0.0
0.0,0.0,0.0,0.0,5063.0,99.0,52.0,0.0
0.0,0.0,0.0,0.0,4380.0,50.0,50.0,0.0
0.0,0.0,0.0,0.0,2876.0,15.0,2.0,0.0
0.0,0.0,0.0,0.0,4404.0,29.0,29.0,0.0
0.0,0.0,0.0,0.0,5492.0,71.0,27.4,0.0
0.0,0.0,0.0,0.0,9905.0,103.0,45.4,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,9849.0,111.0,46.8,0.0
0.0,0.0,0.0,0.0,9857.0,112.0,43.0,0.0
0.0,0.0,0.0,0.0,955.0,15.0,15.0,0.0
0.0,0.0,0.0,0.0,6474.0,88.0,33.166666666666664,0.0
0.0,0.0,0.0,0.0,2885.0,27.0,13.0,0.0
0.0,0.0,0.0,0.0,2492.0,58.0,58.0,0.0
0.0,0.0,0.0,0.0,2909.0,17.0,10.0,0.0
0.0,0.0,0.0,1.0,4588.0,69.0,69.0,0.0
0.0,0.0,0.0,0.0,2528.0,115.0,61.0,0.0
0.0,0.0,0.0,0.0,3858.0,27.0,-0.8333333333333334,0.0
0.0,0.0,0.0,0.0,2209.0,75.0,75.0,0.0
0.0,0.0,0.0,0.0,5084.0,0.0,-11.0,0.0
0.0,0.0,0.0,0.0,6104.0,68.0,26.714285714285715,0.0
0.0,0.0,0.0,0.0,5653.0,136.0,77.0,0.0
0.0,0.0,0.0,0.0,3680.0,19.0,19.0,0.0
0.0,0.0,0.0,0.0,5060.0,9.0,1.0,0.0
0.0,0.0,0.0,0.0,1502.0,46.0,46.0,0.0
0.0,0.0,0.0,0.0,6763.0,38.0,13.666666666666666,0.0
0.0,0.0,0.0,0.0,6363.0,26.0,14.166666666666666,0.0
0.0,0.0,0.0,0.0,4504.0,0.0,-3.0,0.0
0.0,0.0,0.0,0.0,2985.0,20.0,7.333333333333333,0.0
0.0,0.0,0.0,0.0,14730.0,60.0,5.066666666666666,0.0
0.0,0.0,0.0,0.0,5135.0,28.0,12.0,0.0
0.0,0.0,0.0,0.0,6445.0,162.0,102.75,0.0
1.0,0.0,0.0,0.0,3459.0,77.0,77.0,0.0
1.0,0.0,0.0,0.0,3917.0,115.0,115.0,0.0
0.0,0.0,0.0,0.0,8385.0,89.0,23.4,0.0
0.0,0.0,0.0,0.0,8687.0,110.0,47.5,0.0
0.0,0.0,0.0,0.0,3858.0,27.0,-0.8333333333333334,0.0
0.0,0.0,0.0,0.0,6263.0,0.0,-2.0,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,3097.0,34.0,15.5,0.0
0.0,0.0,0.0,0.0,1329.0,14.0,14.0,0.0
0.0,0.0,0.0,0.0,1210.0,10.0,3.5,0.0
0.0,0.0,0.0,0.0,3833.0,54.0,22.0,0.0
0.0,0.0,0.0,0.0,4420.0,18.0,4.4,0.0
0.0,0.0,0.0,0.0,3517.0,93.0,93.0,0.0
0.0,0.0,0.0,0.0,2899.0,33.0,15.666666666666666,0.0
0.0,0.0,0.0,0.0,7233.0,0.0,-27.666666666666668,0.0
0.0,0.0,0.0,0.0,2876.0,79.0,3.25,0.0
0.0,0.0,0.0,0.0,1978.0,3.0,3.0,0.0
0.0,0.0,0.0,0.0,1624.0,45.0,36.5,0.0
0.0,0.0,0.0,0.0,1251.0,11.0,11.0,0.0
0.0,0.0,0.0,0.0,1039.0,18.0,18.0,0.0
0.0,0.0,0.0,0.0,979.0,9.0,9.0,0.0
0.0,0.0,0.0,0.0,7642.0,109.0,50.0,0.0
1.0,0.0,0.0,0.0,4956.0,104.0,85.5,0.0
0.0,0.0,0.0,0.0,4399.0,33.0,30.5,0.0
0.0,0.0,0.0,0.0,836.0,13.0,13.0,0.0
0.0,0.0,0.0,0.0,4170.0,14.0,5.0,0.0
0.0,0.0,0.0,0.0,1902.0,0.0,-22.0,0.0
0.0,0.0,0.0,0.0,1082.0,67.0,67.0,0.0
0.0,0.0,0.0,0.0,8984.0,57.0,29.8,0.0
0.0,0.0,0.0,0.0,12196.0,19.0,11.25,0.0
0.0,0.0,0.0,0.0,1262.0,25.0,25.0,0.0
0.0,0.0,0.0,0.0,2716.0,15.0,15.0,0.0
0.0,0.0,0.0,0.0,2618.0,23.0,14.0,0.0
0.0,0.0,0.0,0.0,5995.0,51.0,9.2,0.0
0.0,0.0,0.0,0.0,4573.0,68.0,63.5,0.0
0.0,0.0,0.0,0.0,2693.0,19.0,19.0,0.0
0.0,0.0,0.0,0.0,2716.0,15.0,15.0,0.0
0.0,0.0,0.0,0.0,3629.0,78.0,47.5,0.0
0.0,0.0,0.0,0.0,2716.0,15.0,15.0,0.0
0.0,0.0,0.0,0.0,1905.0,0.0,-10.0,0.0
0.0,0.0,0.0,0.0,3973.0,82.0,37.5,0.0
0.0,0.0,0.0,0.0,4431.0,15.0,10.25,0.0
0.0,0.0,0.0,0.0,4406.0,29.0,13.75,0.0
0.0,0.0,0.0,0.0,3073.0,31.0,14.0,0.0
0.0,0.0,0.0,0.0,4427.0,55.0,55.0,0.0
0.0,0.0,0.0,0.0,2694.0,20.0,20.0,0.0
0.0,0.0,0.0,0.0,3430.0,42.0,42.0,0.0
0.0,0.0,0.0,0.0,2687.0,24.0,13.0,0.0
0.0,0.0,0.0,0.0,5055.0,66.0,50.333333333333336,0.0
0.0,0.0,0.0,0.0,10644.0,47.0,15.714285714285714,0.0
0.0,0.0,0.0,0.0,10856.0,15.0,-7.4,0.0
1.0,0.0,0.0,0.0,4955.0,104.0,91.0,0.0
0.0,0.0,0.0,0.0,3445.0,45.0,45.0,0.0
0.0,0.0,0.0,0.0,2606.0,22.0,22.0,0.0
0.0,0.0,0.0,0.0,1836.0,62.0,57.0,0.0
0.0,0.0,0.0,0.0,3833.0,54.0,22.0,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,3699.0,5.0,-3.25,0.0
0.0,0.0,0.0,0.0,16966.0,161.0,41.35294117647059,0.0
0.0,0.0,0.0,0.0,4259.0,98.0,30.25,0.0
0.0,0.0,0.0,0.0,3154.0,26.0,23.0,0.0
0.0,0.0,0.0,0.0,2662.0,66.0,66.0,0.0
0.0,0.0,0.0,0.0,1924.0,6.0,6.0,0.0
0.0,0.0,0.0,0.0,6090.0,66.0,17.857142857142858,0.0
0.0,0.0,0.0,0.0,2983.0,15.0,5.666666666666667,0.0
0.0,0.0,0.0,0.0,4955.0,127.0,50.2,0.0
0.0,0.0,0.0,0.0,4924.0,3.0,3.0,0.0
0.0,0.0,0.0,0.0,4498.0,12.0,0.75,0.0
0.0,0.0,0.0,0.0,5122.0,36.0,16.333333333333332,0.0
0.0,0.0,0.0,0.0,4946.0,34.0,15.4,0.0
0.0,0.0,0.0,0.0,1688.0,6.0,-0.5,0.0
0.0,0.0,0.0,0.0,2902.0,17.0,11.666666666666666,0.0
0.0,0.0,0.0,0.0,4987.0,3.0,3.0,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,2662.0,66.0,66.0,0.0
0.0,0.0,0.0,0.0,948.0,14.0,14.0,0.0
0.0,0.0,0.0,0.0,5410.0,18.0,18.0,0.0
0.0,0.0,0.0,0.0,8064.0,28.0,7.571428571428571,0.0
0.0,0.0,0.0,0.0,781.0,0.0,-3.0,0.0
0.0,0.0,0.0,0.0,2985.0,41.0,19.333333333333332,0.0
0.0,0.0,0.0,0.0,5135.0,28.0,12.0,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,12.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.666666666666666,0.0
0.0,0.0,0.0,0.0,3216.0,20.0,13.25,0.0
0.0,0.0,0.0,0.0,7142.0,58.0,25.75,0.0
0.0,0.0,0.0,0.0,1329.0,14.0,14.0,0.0
0.0,0.0,0.0,0.0,1329.0,14.0,14.0,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,2886.0,27.0,-5.5,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,11.666666666666666,0.0
0.0,0.0,0.0,0.0,6369.0,22.0,13.166666666666666,0.0
0.0,0.0,0.0,0.0,8627.0,44.0,18.333333333333332,0.0
0.0,0.0,0.0,0.0,2893.0,31.0,14.666666666666666,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
